image_id,chest,arm,side,zone,overlap,position,size,seed,orig_w,orig_h,crop_x0,crop_y0,crop_side,scale,lung_pct,lung_x0,lung_y0,lung_x1,lung_y1,cx,cy,mask_x0,mask_y0,mask_x1,mask_y1,mask_px_requested,mask_px_achieved,edit_inside,local_std,edit_norm,cnr,structure_density,density_spread,det_edited,det_background,gain,n_boxes,coord_space,prompt,skip_ratio,guidance,steps,radedit_twin,patch_src,patch_idx,patch_side_px,scale_factor,paste_shift,lesion_contrast,dest_core_std
c0003_left_mid_clear_small__cp,c0003,copypaste,left,mid,clear,lateral,small,2054608151,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2385,0.4346,0.1926,0.3887,0.2844,0.4805,47,47.0,,29.14,,,0.682,0.7809,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_clear_small,n0428,0,96,0.49,0.0291,0.1034,0.0687
c0003_left_mid_moderate_small__cp,c0003,copypaste,left,mid,moderate,lateral,small,655346389,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2038,0.4346,0.1579,0.3887,0.2497,0.4805,47,47.0,,46.04,,,0.8254,0.7809,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_moderate_small,n0983,0,49,0.959,0.0875,0.1377,0.1064
c0003_left_mid_on_structure_small__cp,c0003,copypaste,left,mid,on_structure,medial,small,2144382802,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.3776,0.4346,0.3317,0.3887,0.4235,0.4805,47,47.0,,45.25,,,1.2207,0.7809,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_on_structure_small,n0153,0,204,0.23,0.2218,0.178,0.1086
c0003_left_mid_clear_medium__cp,c0003,copypaste,left,mid,clear,medial,medium,612651484,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.272,0.4346,0.2134,0.376,0.3306,0.4932,60,60.0,,35.2,,,0.6683,0.6253,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_clear_medium,n0649,0,90,0.667,-0.0656,0.0837,0.0835
c0003_left_mid_moderate_medium__cp,c0003,copypaste,left,mid,moderate,lateral,medium,2006411753,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2104,0.4346,0.1519,0.376,0.269,0.4932,60,60.0,,55.9,,,0.7845,0.6253,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_moderate_medium,n0823,0,151,0.397,0.155,0.1478,0.1034
c0003_left_mid_on_structure_medium__cp,c0003,copypaste,left,mid,on_structure,medial,medium,1071706383,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.3643,0.4346,0.3057,0.376,0.4229,0.4932,60,60.0,,48.84,,,1.1251,0.6253,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_on_structure_medium,n0957,0,79,0.759,-0.2645,0.0823,0.1308
c0003_left_mid_clear_large__cp,c0003,copypaste,left,mid,clear,medial,large,1782106810,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2705,0.4346,0.1983,0.3623,0.3428,0.5068,74,74.0,,35.22,,,0.6544,0.462,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_clear_large,n0583,0,126,0.587,-0.2633,-0.0006,0.083
c0003_left_mid_moderate_large__cp,c0003,copypaste,left,mid,moderate,lateral,large,1739620830,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2176,0.4346,0.1454,0.3623,0.2899,0.5068,74,74.0,,59.18,,,0.7664,0.462,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_moderate_large,n0416,0,89,0.831,-0.0939,-0.0089,0.1023
c0003_left_mid_on_structure_large__cp,c0003,copypaste,left,mid,on_structure,lateral,large,960529491,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.1824,0.4346,0.1101,0.3623,0.2546,0.5068,74,74.0,,58.19,,,1.0068,0.462,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_mid_on_structure_large,n0338,0,118,0.627,0.1823,0.0895,0.1515
c0003_left_lower_clear_small__cp,c0003,copypaste,left,lower,clear,lateral,small,1810383606,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.1458,0.6561,0.1,0.6102,0.1917,0.702,47,47.0,,59.78,,,0.5083,0.7457,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_clear_small,n0473,0,54,0.87,-0.1396,0.0208,0.0571
c0003_left_lower_moderate_small__cp,c0003,copypaste,left,lower,moderate,medial,small,579002454,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.3428,0.6561,0.2969,0.6102,0.3887,0.702,47,47.0,,46.06,,,0.9049,0.7457,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_moderate_small,n0539,0,136,0.346,0.0849,0.117,0.1522
c0003_left_lower_on_structure_small__cp,c0003,copypaste,left,lower,on_structure,lateral,small,1330508111,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2617,0.6561,0.2158,0.6102,0.3076,0.702,47,47.0,,53.68,,,1.1889,0.7457,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_on_structure_small,n0816,0,58,0.81,0.2215,0.0459,0.1922
c0003_left_lower_clear_medium__cp,c0003,copypaste,left,lower,clear,lateral,medium,182918335,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.1797,0.6561,0.1211,0.5975,0.2383,0.7146,60,60.0,,51.03,,,0.5512,0.6544,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_clear_medium,n1011,0,111,0.541,-0.1841,0.0158,0.123
c0003_left_lower_moderate_medium__cp,c0003,copypaste,left,lower,moderate,lateral,medium,542351558,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.231,0.6561,0.1724,0.5975,0.2896,0.7146,60,60.0,,54.43,,,0.9568,0.6544,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_moderate_medium,n0080,1,179,0.335,-0.2341,0.0755,0.2031
c0003_left_lower_on_structure_medium__cp,c0003,copypaste,left,lower,on_structure,medial,medium,300730833,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.2925,0.6561,0.2339,0.5975,0.3511,0.7146,60,60.0,,53.41,,,1.1271,0.6544,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_on_structure_medium,n1064,0,188,0.319,0.03,0.0808,0.1913
c0003_left_lower_clear_large__cp,c0003,copypaste,left,lower,clear,lateral,large,630045977,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.1912,0.6561,0.1189,0.5838,0.2634,0.7283,74,74.0,,53.17,,,0.6565,0.5574,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_clear_large,n0590,0,79,0.937,-0.168,0.0326,0.1633
c0003_left_lower_moderate_large__cp,c0003,copypaste,left,lower,moderate,medial,large,1721916652,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.3323,0.6561,0.26,0.5838,0.4045,0.7283,74,74.0,,48.04,,,1.0144,0.5574,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_moderate_large,n0401,0,74,1.0,0.0978,0.0468,0.1759
c0003_left_lower_on_structure_large__cp,c0003,copypaste,left,lower,on_structure,medial,large,548116078,2834,2851,0,8,2834,0.18066,35,0.0977,0.0391,0.4258,0.8301,0.3058,0.6561,0.2335,0.5838,0.3781,0.7283,74,74.0,,49.28,,,1.1082,0.5574,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_left_lower_on_structure_large,n0755,0,244,0.303,0.1947,0.0946,0.1875
c0003_right_upper_clear_small__cp,c0003,copypaste,right,upper,clear,medial,small,910562755,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6375,0.2151,0.5916,0.1692,0.6834,0.261,47,47.0,,22.13,,,0.4599,1.1366,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_clear_small,n0638,0,90,0.522,-0.4257,0.0323,0.0752
c0003_right_upper_moderate_small__cp,c0003,copypaste,right,upper,moderate,medial,small,1231264122,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.2151,0.6699,0.1692,0.7617,0.261,47,47.0,,30.27,,,0.682,1.1366,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_moderate_small,n0274,0,86,0.547,-0.1256,0.0701,0.0808
c0003_right_upper_on_structure_small__cp,c0003,copypaste,right,upper,on_structure,lateral,small,2101911007,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.8463,0.2151,0.8004,0.1692,0.8922,0.261,47,47.0,,35.5,,,1.5109,1.1366,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_on_structure_small,n0353,0,86,0.547,0.4006,0.1782,0.064
c0003_right_upper_clear_medium__cp,c0003,copypaste,right,upper,clear,medial,medium,2014994499,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6221,0.2151,0.5635,0.1565,0.6807,0.2737,60,60.0,,34.03,,,0.437,1.113,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_clear_medium,n0821,2,115,0.522,-0.2161,0.0281,0.0823
c0003_right_upper_moderate_medium__cp,c0003,copypaste,right,upper,moderate,medial,medium,1786908946,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.2151,0.6572,0.1565,0.7744,0.2737,60,60.0,,50.38,,,0.6773,1.113,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_moderate_medium,n0660,0,61,0.984,-0.208,0.0807,0.0847
c0003_right_upper_on_structure_medium__cp,c0003,copypaste,right,upper,on_structure,lateral,medium,1287053350,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.8096,0.2151,0.751,0.1565,0.8682,0.2737,60,60.0,,48.77,,,1.4229,1.113,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_on_structure_medium,n0570,0,63,0.952,0.3875,0.1002,0.1546
c0003_right_upper_clear_large__cp,c0003,copypaste,right,upper,clear,medial,large,2041015563,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6336,0.2151,0.5613,0.1429,0.7058,0.2874,74,74.0,,39.09,,,0.4433,0.9992,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_clear_large,n0373,0,96,0.771,-0.4314,0.074,0.0866
c0003_right_upper_moderate_large__cp,c0003,copypaste,right,upper,moderate,medial,large,828800963,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.2151,0.6436,0.1429,0.7881,0.2874,74,74.0,,58.57,,,0.6707,0.9992,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_moderate_large,n0871,0,86,0.86,0.1322,0.0792,0.0912
c0003_right_upper_on_structure_large__cp,c0003,copypaste,right,upper,on_structure,lateral,large,686873491,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7981,0.2151,0.7258,0.1429,0.8704,0.2874,74,74.0,,57.1,,,1.2882,0.9992,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_upper_on_structure_large,n0433,0,220,0.336,0.3317,0.1024,0.1817
c0003_right_mid_clear_small__cp,c0003,copypaste,right,mid,clear,lateral,small,322138028,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.768,0.4268,0.7221,0.3809,0.8139,0.4727,47,47.0,,38.11,,,0.6701,0.9519,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_clear_small,n0361,0,81,0.58,-0.0849,0.0596,0.0693
c0003_right_mid_moderate_small__cp,c0003,copypaste,right,mid,moderate,medial,small,1608383349,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6506,0.4268,0.6047,0.3809,0.6965,0.4727,47,47.0,,26.55,,,0.8399,0.9519,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_moderate_small,n1004,0,90,0.522,-0.0528,0.0783,0.0993
c0003_right_mid_on_structure_small__cp,c0003,copypaste,right,mid,on_structure,lateral,small,471153156,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.8202,0.4268,0.7743,0.3809,0.8661,0.4727,47,47.0,,56.52,,,1.1795,0.9519,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_on_structure_small,n0282,1,56,0.839,0.3828,0.0137,0.1609
c0003_right_mid_clear_medium__cp,c0003,copypaste,right,mid,clear,lateral,medium,638426908,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7627,0.4268,0.7041,0.3682,0.8213,0.4854,60,60.0,,51.44,,,0.699,0.7167,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_clear_medium,n0239,0,94,0.638,0.0645,0.1017,0.0696
c0003_right_mid_moderate_medium__cp,c0003,copypaste,right,mid,moderate,medial,medium,1375639529,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6689,0.4268,0.6104,0.3682,0.7275,0.4854,60,60.0,,29.69,,,0.829,0.7167,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_moderate_medium,n0812,0,87,0.69,0.034,0.0836,0.0979
c0003_right_mid_on_structure_medium__cp,c0003,copypaste,right,mid,on_structure,lateral,medium,795544139,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.8096,0.4268,0.751,0.3682,0.8682,0.4854,60,60.0,,53.62,,,1.0651,0.7167,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_on_structure_medium,n0695,0,61,0.984,0.1864,0.0363,0.1716
c0003_right_mid_clear_large__cp,c0003,copypaste,right,mid,clear,lateral,large,12053827,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7261,0.4268,0.6538,0.3545,0.7984,0.499,74,74.0,,39.25,,,0.7324,0.5082,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_clear_large,n0050,1,94,0.787,-0.0461,0.1211,0.0796
c0003_right_mid_moderate_large__cp,c0003,copypaste,right,mid,moderate,medial,large,57717142,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6644,0.4268,0.5921,0.3545,0.7367,0.499,74,74.0,,39.4,,,0.8021,0.5082,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_moderate_large,n0091,0,125,0.592,-0.1551,0.0317,0.1008
c0003_right_mid_on_structure_large__cp,c0003,copypaste,right,mid,on_structure,lateral,large,1496303290,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7981,0.4268,0.7258,0.3545,0.8704,0.499,74,74.0,,53.27,,,0.9725,0.5082,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_mid_on_structure_large,n0421,0,125,0.592,0.21,0.1138,0.1692
c0003_right_lower_clear_small__cp,c0003,copypaste,right,lower,clear,lateral,small,590670323,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7941,0.6384,0.7482,0.5925,0.84,0.6843,47,47.0,,35.18,,,0.426,1.0412,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_clear_small,n0936,0,113,0.416,-0.3259,0.0932,0.0647
c0003_right_lower_moderate_small__cp,c0003,copypaste,right,lower,moderate,medial,small,1296584235,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.6384,0.6699,0.5925,0.7617,0.6843,47,47.0,,50.87,,,0.7552,1.0412,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_moderate_small,n0444,0,62,0.758,-0.1642,0.0156,0.1836
c0003_right_lower_on_structure_small__cp,c0003,copypaste,right,lower,on_structure,medial,small,508600066,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6636,0.6384,0.6177,0.5925,0.7095,0.6843,47,47.0,,47.1,,,1.4373,1.0412,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_on_structure_small,n0898,1,128,0.367,0.039,-0.0028,0.0717
c0003_right_lower_clear_medium__cp,c0003,copypaste,right,lower,clear,lateral,medium,1222046655,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7979,0.6384,0.7393,0.5798,0.8564,0.697,60,60.0,,39.82,,,0.4533,0.9865,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_clear_medium,n0349,0,176,0.341,-0.3335,0.0525,0.0694
c0003_right_lower_moderate_medium__cp,c0003,copypaste,right,lower,moderate,medial,medium,1045864250,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.6384,0.6572,0.5798,0.7744,0.697,60,60.0,,48.61,,,0.7919,0.9865,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_moderate_medium,n0252,0,189,0.317,-0.0338,0.0284,0.1924
c0003_right_lower_on_structure_medium__cp,c0003,copypaste,right,lower,on_structure,medial,medium,381047508,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6338,0.6384,0.5752,0.5798,0.6924,0.697,60,60.0,,43.81,,,1.415,0.9865,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_on_structure_medium,n0904,0,135,0.444,0.4381,0.0101,0.0742
c0003_right_lower_clear_large__cp,c0003,copypaste,right,lower,clear,lateral,large,720852974,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7878,0.6384,0.7155,0.5661,0.8601,0.7107,74,74.0,,45.36,,,0.4945,0.9142,,0.0668,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_clear_large,n0998,0,98,0.755,0.0241,0.1027,0.0888
c0003_right_lower_moderate_large__cp,c0003,copypaste,right,lower,moderate,medial,large,66108401,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.7158,0.6384,0.6436,0.5661,0.7881,0.7107,74,74.0,,48.09,,,0.8127,0.9142,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_moderate_large,n0085,0,107,0.692,-0.0577,0.0514,0.1918
c0003_right_lower_on_structure_large__cp,c0003,copypaste,right,lower,on_structure,medial,large,1226541100,2834,2851,0,8,2834,0.18066,35,0.5371,0.0488,0.8945,0.8047,0.6541,0.6384,0.5819,0.5661,0.7264,0.7107,74,74.0,,47.17,,,1.3834,0.9142,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0003_right_lower_on_structure_large,n0064,0,82,0.902,0.1554,-0.0076,0.1001
c0005_left_upper_clear_small__cp,c0005,copypaste,left,upper,clear,medial,small,933051160,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3414,0.3019,0.2955,0.256,0.3873,0.3478,47,47.0,,23.28,,,0.5013,0.9812,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_clear_small,n0756,0,136,0.346,-0.6672,0.018,0.0721
c0005_left_upper_moderate_small__cp,c0005,copypaste,left,upper,moderate,lateral,small,1724203556,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2607,0.3019,0.2148,0.256,0.3066,0.3478,47,47.0,,53.7,,,0.7835,0.9812,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_moderate_small,n0370,0,56,0.839,-0.0793,0.0877,0.065
c0005_left_upper_on_structure_small__cp,c0005,copypaste,left,upper,on_structure,lateral,small,1734948458,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1935,0.3019,0.1476,0.256,0.2394,0.3478,47,47.0,,46.48,,,1.3817,0.9812,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_on_structure_small,n0641,0,124,0.379,-0.0942,0.1428,0.145
c0005_left_upper_clear_medium__cp,c0005,copypaste,left,upper,clear,medial,medium,136939023,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3455,0.3019,0.2869,0.2433,0.4041,0.3605,60,60.0,,34.73,,,0.4793,0.9414,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_clear_medium,n0162,0,176,0.341,-0.2421,0.0995,0.0719
c0005_left_upper_moderate_medium__cp,c0005,copypaste,left,upper,moderate,lateral,medium,8879648,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2607,0.3019,0.2021,0.2433,0.3193,0.3605,60,60.0,,57.51,,,0.7887,0.9414,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_moderate_medium,n0968,0,72,0.833,0.1396,0.0443,0.0828
c0005_left_upper_on_structure_medium__cp,c0005,copypaste,left,upper,on_structure,lateral,medium,781963303,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1518,0.3019,0.0932,0.2433,0.2104,0.3605,60,60.0,,42.93,,,1.368,0.9414,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_on_structure_medium,n0509,0,192,0.312,0.4217,0.0081,0.0996
c0005_left_upper_clear_large__cp,c0005,copypaste,left,upper,clear,medial,large,1137038321,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3461,0.3019,0.2739,0.2296,0.4184,0.3742,74,74.0,,49.53,,,0.5029,0.8956,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_clear_large,n1022,0,107,0.692,-0.3688,0.0087,0.0735
c0005_left_upper_moderate_large__cp,c0005,copypaste,left,upper,moderate,lateral,large,688870075,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2607,0.3019,0.1885,0.2296,0.333,0.3742,74,74.0,,56.77,,,0.7983,0.8956,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_moderate_large,n0910,0,96,0.771,0.006,0.0398,0.1261
c0005_left_upper_on_structure_large__cp,c0005,copypaste,left,upper,on_structure,lateral,large,2123858726,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1754,0.3019,0.1031,0.2296,0.2476,0.3742,74,74.0,,49.12,,,1.3614,0.8956,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_upper_on_structure_large,n0792,0,176,0.42,0.1401,0.0995,0.1331
c0005_left_mid_clear_small__cp,c0005,copypaste,left,mid,clear,medial,small,1045821375,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3145,0.4873,0.2686,0.4414,0.3604,0.5332,47,47.0,,24.96,,,0.6493,1.1096,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_clear_small,n0244,0,85,0.553,-0.3601,0.024,0.0802
c0005_left_mid_moderate_small__cp,c0005,copypaste,left,mid,moderate,medial,small,1568759143,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3683,0.4873,0.3224,0.4414,0.4142,0.5332,47,47.0,,37.94,,,0.772,1.1096,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_moderate_small,n0872,0,51,0.922,0.2652,0.0582,0.0955
c0005_left_mid_on_structure_small__cp,c0005,copypaste,left,mid,on_structure,lateral,small,357831380,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1532,0.4873,0.1073,0.4414,0.1991,0.5332,47,47.0,,48.7,,,1.4076,1.1096,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_on_structure_small,n0057,0,211,0.223,0.4592,0.0498,0.154
c0005_left_mid_clear_medium__cp,c0005,copypaste,left,mid,clear,medial,medium,12521554,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3092,0.4873,0.2506,0.4287,0.3678,0.5459,60,60.0,,29.85,,,0.6673,0.907,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_clear_medium,n0639,0,98,0.612,0.0622,0.0643,0.0776
c0005_left_mid_moderate_medium__cp,c0005,copypaste,left,mid,moderate,lateral,medium,1477979215,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2365,0.4873,0.1779,0.4287,0.2951,0.5459,60,60.0,,40.81,,,0.7561,0.907,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_moderate_medium,n0451,0,130,0.462,-0.0537,-0.0817,0.0595
c0005_left_mid_on_structure_medium__cp,c0005,copypaste,left,mid,on_structure,lateral,medium,347577208,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1639,0.4873,0.1053,0.4287,0.2225,0.5459,60,60.0,,53.74,,,1.2672,0.907,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_on_structure_medium,n1132,1,67,0.896,0.1021,0.0377,0.1653
c0005_left_mid_clear_large__cp,c0005,copypaste,left,mid,clear,medial,large,2134196004,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.3248,0.4873,0.2525,0.415,0.3971,0.5596,74,74.0,,35.6,,,0.6912,0.7211,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_clear_large,n0207,0,117,0.632,0.1196,0.1174,0.083
c0005_left_mid_moderate_large__cp,c0005,copypaste,left,mid,moderate,lateral,large,77189559,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2394,0.4873,0.1671,0.415,0.3117,0.5596,74,74.0,,51.12,,,0.7643,0.7211,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_moderate_large,n1076,1,114,0.649,-0.069,0.099,0.0608
c0005_left_mid_on_structure_large__cp,c0005,copypaste,left,mid,on_structure,lateral,large,483327639,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.1754,0.4873,0.1031,0.415,0.2476,0.5596,74,74.0,,54.39,,,1.155,0.7211,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_mid_on_structure_large,n0100,0,90,0.822,0.3035,0.0648,0.17
c0005_left_lower_clear_small__cp,c0005,copypaste,left,lower,clear,lateral,small,138132537,2820,2861,0,20,2820,0.18156,45,0.0781,0.1562,0.4434,0.8184,0.2339,0.6727,0.188,0.6268,0.2798,0.7186,47,47.0,,44.27,,,0.6227,0.4986,,0.0,,,fraction_of_image,copy-paste,0.3,7.5,200,c0005_left_lower_clear_small,n0694,1,208,0.226,0.1143,0.1053,0.103
